video_id,title,channel_title,publish_time,view_count,like_count,comment_count,dislike_count,like_view_ratio,comment_view_ratio,cluster,pca1,pca2
yZvFH7B6gKI,What Is Data Analytics? - An Introduction (Full Guide),CareerFoundry,2021-03-25 13:13:45+00:00,1244614,31203,632,0,0.025070423440520514,0.0005077879567480359,1,1.6823476186513857,0.035762484338652034
dcXqhMqhZUo,Data Analytics vs Data Science,IBM Technology,2023-11-08 12:00:38+00:00,372782,8147,131,0,0.021854595983711658,0.000351411817094173,0,-0.19042794529061807,0.1466262236688051
37x5dKW-X5U,What is Data Analytics | Data Analytics in 5 Minutes | Intellipaat,Intellipaat,2021-10-19 13:55:59+00:00,236003,2620,69,0,0.011101553793807705,0.00029236916479875256,0,-0.5313480550909548,0.17430459312644297
SfE3aO3LWi0,I started my data analyst career taking these beginner courses,Wale Gbads,2021-05-11 19:28:57+00:00,268823,14161,848,0,0.05267778426697121,0.003154491989152714,1,0.9040872737227276,-0.7141182276665499
qWEHO8b6WbA,How I Would Learn Data Analysis (If I Could Start Over),Stefanovic,2022-10-24 13:43:39+00:00,548292,32231,467,0,0.058784370371991565,0.0008517359363258994,1,1.1881556849590935,-0.3721524970868444
AYWLZ1lES6g,FASTEST Way to Become a Data Analyst and ACTUALLY Get a Job,Stefanovic,2022-07-11 13:07:22+00:00,2985814,115506,1593,0,0.038684928130151446,0.0005335228517248563,2,6.744591159210332,-0.6756439204860091
NOJKAzIH8hA,How to tell if a career in Data Analytics is right for you...,CareerFoundry,2022-09-16 12:00:26+00:00,491050,18425,267,0,0.037521637307809795,0.0005437328174320334,0,0.40814902947849196,-0.03311948630852056
_gF2Mj1354M,How I&#39;d Learn to be a Data Analyst in 2024,Luke Barousse,2024-01-12 18:51:50+00:00,236270,7534,186,0,0.03188724764041139,0.0007872349430736022,0,-0.20372418039978962,-0.0067652549320994055
E_1EsC0cwI8,HOW TO BECOME A DATA ANALYST IN 2024,HOW TO BECOME?!,2024-06-20 11:38:41+00:00,124,5,0,0,0.04032258064516129,0.0,0,-0.8220428445505694,0.0897537973353939
Y-6fS9DzCak,Perfect Data Analytics Roadmap 🔥 #dataanalytics #businessanalytics,BEPEC by Kanth - #BuildExperience & Get Hired!,2023-05-22 13:58:39+00:00,130112,9294,47,0,0.07143076733890802,0.00036122725036891293,0,-0.36857065877045186,0.01925832528622465
lgCNTuLBMK4,A Beginners Guide To The Data Analysis Process,CareerFoundry,2021-09-30 10:00:32+00:00,606995,11643,139,0,0.019181377111837823,0.00022899694396164713,0,0.05233559299558848,0.2768150491315699
Ep7_U4UDBAs,Is Data Science Hard or Easy?? #dataanalytics #datascience,BEPEC by Kanth - #BuildExperience & Get Hired!,2023-05-16 13:57:18+00:00,1046470,55905,222,0,0.05342245836001032,0.00021214177186159184,1,1.9489035570012132,-0.06551628953504511
t2oOFs4WgI0,Beyond the Numbers: A Data Analyst Journey | Anna Leach | TEDxPSU,TEDx Talks,2018-03-02 16:36:50+00:00,828199,30085,2932,0,0.0363258105841712,0.003540211953890309,2,4.422913581970364,-2.5094019638243092
0coF0BK7kjU,Is The Google Data Analytics Certificate ACTUALLY Worth It?,Shane Hummus,2022-08-01 00:00:00+00:00,430702,13018,575,0,0.03022507441339952,0.0013350297885777174,0,0.5843551971874593,-0.30498615510179167
HoNg-ncwE2c,The Harsh Reality of Being a Data Analyst,Sundas Khalid,2023-08-28 14:10:00+00:00,547403,11737,962,0,0.021441241644638412,0.0017573889803307618,1,1.091542908487994,-0.5696411703715841
ZUdlc5LsmHA,🔥Data Analytics Full Course 2024 | Data Analytics For Beginners |Data Analytics Course| Simplilearn,Simplilearn,2023-11-28 15:30:08+00:00,86660,2020,7,0,0.02330948534502654,8.077544426494346e-05,0,-0.7011622377362888,0.1239453431577444
_g5roKHj95o,Master Data Analysis on Excel in Just 10 Minutes,Kenji Explains,2023-02-26 18:45:01+00:00,1819530,40919,473,0,0.022488774573653635,0.00025995724170527554,1,2.0882307577490185,0.5128271037937675
t2VuELCQBHA,"What I *actually* do as a data analyst | salary, job, harsh reality",Agatha,2024-01-19 14:00:42+00:00,121596,4577,210,0,0.03764104082371131,0.0017270304944241588,0,-0.33122261476165366,-0.08036961360924044
CaqJ65CIoMw,Data Analytics Full Course 2022 | Data Analytics For Beginners | Data Analytics Course | Simplilearn,Simplilearn,2022-01-13 18:17:55+00:00,1207166,23989,109,0,0.019872163397577466,9.029412690549601e-05,0,0.7307742078305076,0.6125908432221009
dJA7k58zlA8,How I&#39;d become a data analyst (if i had to start over) in 2024,Agatha,2024-01-12 14:00:27+00:00,303225,13311,365,0,0.04389809547365817,0.0012037266056558662,0,0.26541060896723456,-0.20682887497279182
JTHyfv_GUCw,Should You Still Learn Data Analytics? (in 2024),Thu Vu data analytics,2023-12-30 00:55:25+00:00,132425,3873,163,0,0.02924674343968284,0.001230885406834057,0,-0.4122546844211448,-0.016476721894460044
QBQWZjvwAR0,What Does a Data Analyst Actually Do? | Salary &amp; Job Role 🤔,Learn With Lokesh Lalwani,2023-11-03 12:30:11+00:00,120747,5166,142,0,0.042783671644016,0.0011760126545587053,0,-0.39830314512555265,-0.02326365260949085
y33H5z88ejY,The harsh reality of a Data Analyst job #shorts,Lore So What,2023-02-02 12:45:03+00:00,303944,14931,391,0,0.04912418077014187,0.0012864211828494724,0,0.35746845763465923,-0.2538344121299768
oqhQwuQOpJA,What Does a Data Analyst Actually Do? (2024),CareerFoundry,2023-05-11 11:30:20+00:00,64047,1458,35,0,0.022764532296594687,0.0005464736833887614,0,-0.6954929725942361,0.08658536938607915
v2oNWja7M2E,Beginner to Pro FREE Excel Data Analysis Course,Chandoo,2021-08-12 08:30:14+00:00,1915413,48805,1477,0,0.025480144491031437,0.0007711130706536919,1,3.711901075876503,-0.49307692037635414
IUQlYbKwiWg,EASIEST WAY TO BECOME A DATA ANALYST,Mo Chen,2024-03-13 14:00:20+00:00,35053,1556,75,0,0.04438992382962942,0.002139617151171084,0,-0.6535482883940789,0.023404146175978604
JS4z0eOjwZs,Life as a Data Analyst #shorts,Maven Analytics,2022-08-07 23:11:44+00:00,576754,15388,165,0,0.026680352455292898,0.000286083841637856,0,0.20652794526439122,0.17584380757568885
K0-8G3DgjA4,How I Would Become a Data Analyst if I had to Start Over in 2024 | 6 Month Plan,Alex The Analyst,2023-12-26 13:00:10+00:00,265667,10791,311,0,0.040618518671871176,0.0011706384308175272,0,0.08806067686797582,-0.1495429062372188
PeIJngh9VjE,Data Analytics 3 months roadmap #dataanalytics #datascience #upgradeskill #livetraining,Aditi Gupta,2022-08-05 13:40:07+00:00,1007626,59223,710,0,0.058774783501021215,0.0007046265181724172,1,2.680593261925962,-0.6152703313084035
aYorBPF05Rw,How I&#39;d Learn to Become a Data Analyst,Thu Vu data analytics,2023-04-09 10:45:00+00:00,415874,24113,88,0,0.05798150401323478,0.00021160255269624933,0,0.3467694488708466,0.0020621711700486876
jjF1yPHmA5M,How I&#39;d Learn Data Analytics in 2024 | 3 Month Plan,Rohan Adus,2024-01-01 08:00:11+00:00,300265,13979,399,0,0.04655554260403311,0.0013288262035202239,0,0.33195207063749493,-0.25136620961959144
BuNprbo5tNA,3 Data Analyst Predictions for 2025,Sundas Khalid,2024-06-21 14:15:00+00:00,13277,530,24,0,0.03991865632296453,0.0018076372674549973,0,-0.7661930057305858,0.06969673941567703
otQIkxtMOEk,🚀 GOOGLE Data Analyst Roadmap l For Absolute Beginners l 2 Months Strategy #dataanalytics #google,Infinite Data,2024-01-17 11:30:30+00:00,183564,8061,343,0,0.04391383931489835,0.0018685581050750693,0,-0.006083753393282622,-0.20813933810612795
f3FnCoKWmBg,How I&#39;d Learn Data Analytics in 2024 (If I Had to Start Over),CareerFoundry,2022-08-12 12:01:22+00:00,780861,26904,643,0,0.03445427547284344,0.0008234500122300896,1,1.3304883997495873,-0.284265553062188
Km2ZEgJmR3o,Is Data Analyst a Good Career?,codebasics,2023-11-23 14:29:52+00:00,211284,5510,432,0,0.02607864296397266,0.0020446413358323396,0,0.029970688480029484,-0.23713841847616274
iNEwkaYmPqY,How I use Python as a Data Analyst,Luke Barousse,2022-11-25 18:35:54+00:00,348171,13951,498,0,0.04006939118996126,0.0014303316473801666,0,0.48069796992642533,-0.30885411904595467
vqZ1C2elmac,"Data Analytics Tutorial For Beginners Complete Course | Foundations: Data, Data, Everywhere, Google",My Lesson,2021-07-09 18:59:11+00:00,488276,9041,249,0,0.018516167085828508,0.0005099574830628578,0,0.04681565859290839,0.11172734579619828
